Stn Number,Latitude,Longitude,Elevation (m AHD),First Year,Last Year,Number of Years,Stn Name
008064,-30.6719,116.3078,320,1923,2012,90,INDARRIE
008065,-28.4292,114.6542,180,1915,2012,98,ISSEKA
008066,-30.7008,117.0608,310,1907,2012,106,KOKARDINE
008067,-29.9414,116.2003,280,1911,2012,102,KOOBABBIE
008068,-29.3,116.05,,1938,1973,36,KOOLANOOKA EAST
008070,-30.7819,116.5058,260,1924,2010,87,LAKE HINDS
008071,-30.95,116.65,,1909,1951,43,LAKE NINAN
008072,-29.7586,116.4444,290,1934,2012,79,LATHAM
008073,-29.815,116.585,300,1915,1985,71,LATHAM EAST
008074,-29.2,115.9833,,1912,1949,38,LINTONS STATION
008075,-28.2103,114.305,15,1914,2012,99,LYNTON
008077,-29.6006,115.9392,270,1956,2012,57,HIGHFIELDS
008078,-29.2419,115.7794,300,1935,2012,78,MALLEE VALE
008079,-29.0711,115.6261,260,1906,2011,106,MANARRA
008080,-29.8658,116.525,340,1912,2009,98,MAYA
008081,-28.8883,116.1947,340,1903,2011,109,MELLENBYE
008082,-30.4,116.9,,1912,1953,42,MELROSE
008084,-30.2608,116.21,320,1908,2008,101,MANAVI
008085,-30.4919,116.3628,250,1924,2012,89,MILING
008086,-29.1514,115.2428,120,1900,2011,112,STRAWBERRY NORTH
008087,-30.4228,116.4583,300,1913,2006,94,MINDALLA
008088,-29.1906,115.4414,153,1896,2012,117,MINGENEW
008091,-30.6417,116.0072,203,1897,2004,108,MOORA
008092,-29.1908,115.8814,310,1912,1991,80,MORAWA WEST
008093,-29.2103,116.0089,274,1911,2005,95,MORAWA
008095,-28.5367,115.5142,268,1896,2012,117,MULLEWA
008096,-28.1525,114.5689,200,1902,2012,111,MUMBY
008097,-28.4472,114.9447,200,1910,1981,72,NARALING
008098,-29.0011,115.3986,200,1903,1985,83,NANGETTY
008099,-28.6928,114.7319,60,1899,2003,105,NARRA TARRA
008100,-28.3456,114.6367,180,1882,2012,131,NORTHAMPTON
008101,-28.7086,114.9072,249,1915,1979,65,NORTHERN GULLY
008102,-30.675,116.9389,300,1918,1976,59,KONDUT EAST
008103,-28.5,114.6,,1896,1949,54,OAKABELLA
008104,-28.1544,114.6692,280,1910,2012,103,OGILVIE
008105,-30.3,116.95,,1910,1952,43,RPF 102
008106,-29.3692,116.4061,280,1910,2011,102,PERANGERY
008107,-29.4417,116.2875,290,1918,2012,95,PERENJORI
008108,-30.8394,116.3858,260,1940,2011,72,PIAWANING
008109,-28.4767,115.7897,330,1911,2011,101,PINDAR
008111,-30.3883,116.6647,320,1935,1983,49,PITHARA
008113,-27.8325,114.7364,200,1929,2012,84,RIVERSIDE
008115,-30.565,116.2364,260,1904,2008,105,ROUND HILL
008116,-28.7894,114.9417,220,1900,2012,113,SANDSPRINGS
008117,-29.2844,115.19,200,1922,1971,50,SHADY GROVE
008118,-28.3231,114.9453,270,1923,1998,76,SUNDERLAND
008119,-28.3772,115.8508,300,1905,2005,101,TALLERING
008120,-28.6214,115.3644,270,1909,1978,70,TENINDEWA
008121,-29.5339,115.7628,249,1907,2012,106,THREE SPRINGS
008122,-30.6,116.4,,1911,1972,62,TOOTRA
008123,-28.3781,114.7619,250,1934,1992,59,TOP WELL
008124,-28.7928,115.7344,320,1924,2001,78,TARDUN
008125,-29.0517,115.4,172,1902,1981,80,URELLA
008126,-29.8497,116.2289,280,1932,2009,78,MINARU
008128,-28.5536,115.2456,180,1915,2011,97,TENINDEWA BINDU
008130,-30.2992,116.0589,259,1899,2012,114,WATHEROO
008134,-28.6475,114.6239,50,1905,1975,71,WHITE PEAK
008135,-28.7,114.9,,1912,1961,50,WICKA
008136,-29.8,115.9,,1916,1964,49,WINCHESTER
008137,-30.8917,116.7186,283,1907,2012,106,WONGAN HILLS
008138,-30.8408,116.7267,305,1937,2012,76,WONGAN HILLS RES.STATION
008139,-30.1069,116.6328,330,1922,2009,88,WUBIN
008140,-30.8,116.5,,1912,1978,67,WYE WYE
008141,-28.3811,114.4531,100,1907,2012,106,WILLIGULLI NORTH
008142,-29.1911,115.7867,310,1940,1993,54,YAMMA POOL
008143,-29.2872,115.6331,210,1903,2012,110,YANDANOOKA
008144,-29.0767,115.4092,160,1906,2009,104,YARRAGADEE
008145,-29.7211,116.4947,335,1924,1990,67,YARRALLA
008146,-30.0706,116.2092,300,1913,2011,99,YTINICHE
008147,-28.325,114.9589,270,1909,2012,104,YUNA
008148,-29,114.9,31,1904,1951,48,BOOKARA
008150,-30.8722,116.7983,340,1912,2006,95,NEWINGTON
008151,-30.665,116.1386,300,1884,2012,129,WALEBING
008153,-29.8,116.7,,1910,1954,45,NORWOOD
008154,-28.8697,114.8931,100,1948,1993,46,MILMOCUNDIN
008155,-28.65,115.6667,,1913,1966,54,WILROY
008157,-28.8978,115.8628,340,1915,2012,98,CANNA
008159,-30.9903,116.3553,270,1951,2011,61,MAYSBORO
008168,-28.5467,114.6244,70,1911,2011,101,HOWATHARRA
008170,-28.5,115.65,,1911,1950,40,BRAESIDE 1
008178,-29.1858,115.7406,300,1946,2011,66,YONGARLOO
008179,-30.6583,116.9344,300,1947,2012,66,EAST KONDUT
008180,-30.65,117.1078,360,1957,1995,39,GNOWELLAN
008185,-29.4,115.6,,1897,1942,46,ARRINO
008200,-28.6936,115.0408,160,1907,2012,106,ERADU
008215,-30.4853,116.2664,280,1915,1985,71,NARDY
008225,-29.8183,115.2722,100,1964,2012,49,ENEABBA
008230,-30.3817,116.7217,290,1943,2011,69,ELENA
008232,-30.3317,116.7133,300,1913,1982,70,CLYDE PARK
008233,-29.4847,116.0703,330,1945,2012,68,FIVE GUMS
008234,-28.5675,115.2814,180,1968,2011,44,BYRON
008238,-30.0989,116.2339,350,1908,2011,104,HAKEA
008240,-28.8939,115.4539,244,1925,2012,88,COOLANGATTA
008251,-27.7119,114.165,6,1970,2012,43,KALBARRI
008254,-30.7092,116.7744,280,1931,2012,82,KONDUT
008261,-29.0636,115.1753,240,1972,2010,39,MINDARRA
008264,-29.5147,116.8011,290,1973,2012,40,WANARRA
008268,-27.97,114.9686,240,1958,2004,47,BALLA NORTH
008269,-28.2667,114.7144,280,1975,2007,33,HIGH PLAINS
008271,-28.8114,115.9675,340,1977,2012,36,NINDETHANA FARM
008273,-29.3586,115.4503,280,1980,2011,32,ARENA
008274,-28.4194,114.8186,200,1982,2012,31,NARALING
008277,-30.2833,116.65,,1929,1968,40,RUFUS DOWNS
008278,-30.0722,115.3136,210,1980,2012,33,WARRADARGE
008279,-30.6689,117.2103,370,1963,2004,42,YGOOLA
008284,-30.835,116.1581,270,1964,2003,40,UNDANOOKA
008286,-28.275,114.6761,200,1972,2012,41,WUNDI
008288,-28.2575,114.6033,200,1972,2012,41,GHURKA
008292,-28.5164,115.37,240,1975,2011,37,TAWARRI WEST
008294,-28.2094,115.285,260,1960,2012,53,WANDANA
009000,-32.1247,116.1025,130,1934,2010,77,ARALUEN
009001,-32.1303,116.0053,55,1901,2012,112,ARMADALE
009002,-31.2497,115.7303,50,1916,1995,80,ALLAMBIE
009003,-31.8,116,,1885,1968,84,BELVOIR
009006,-30.6256,115.7803,200,1930,2011,82,CHELSEA
009007,-31.8622,116.2658,300,1891,2012,122,CHIDLOW
009009,-31.605,116.1108,100,1915,2012,98,LOWER CHITTERING
009010,-32.1483,116.0761,300,1910,2012,103,CHURCHMAN BROOK
009013,-31.05,115.5667,,1908,1969,62,COWALLA
009014,-30.6969,115.5817,150,1951,2012,62,DANDARAGAN WEST
009015,-32.0892,116.125,330,1962,2011,50,KARRAGULLEN NORTH
009016,-32.15,115.9,,1905,1947,43,FORRESTDALE
009017,-32.055,115.75,5,1852,1989,138,FREMANTLE
009018,-31.3461,115.9031,92,1889,2012,124,GINGIN
009020,-31.9,116.0567,200,1928,1990,63,GREENMOUNT
009021,-31.9275,115.9764,15.4,1944,2012,69,PERTH AIRPORT
009022,-31.8989,115.9719,15,1877,1954,78,GUILDFORD POST OFFICE
009023,-32.3342,116.0755,240,1882,2012,131,JARRAHDALE
009024,-31.5608,116.0842,150,1943,2011,69,MARBLING
009025,-31.8689,116.0167,15,1886,2012,127,MIDLAND
009026,-30.8533,115.4456,130,1951,2010,60,MIMIGARRA
009027,-31,116.0167,,1916,1973,58,MOGUMBER
009028,-31.3,116.0167,,1912,1970,59,MOOLIABEENEE SIDING
009029,-31.5825,115.9658,60,1911,2011,101,MUCHEA TREE FARM
009030,-31.8972,116.1575,300,1888,2012,125,MUNDARING
009031,-31.9564,116.1642,190,1900,2012,113,MUNDARING WEIR
009033,-30.9719,116.2089,220,1882,2011,130,NEW NORCIA
009034,-31.9556,115.8697,19,1876,1992,117,PERTH REGIONAL OFFICE
009036,-32.2842,115.755,6,1897,1995,99,ROCKINGHAM POST OFFICE
009037,-30.3381,115.5394,275,1962,2012,51,BADGINGARRA RESEARCH STN
009038,-32.0089,115.5022,46,1880,1995,116,ROTTNEST ISLAND LIGHTHOUSE
009039,-32.3536,116.005,120,1905,2012,108,SERPENTINE
009040,-31.1428,116.0539,170,1905,2012,108,WANNAMAL
009041,-31.1667,115.55,,1913,1976,64,WANNERIE
009042,-30.86,115.7594,150,1949,1983,35,WESTVALE
009044,-32.1983,116.0622,200,1911,2012,102,WUNGONG DAM
009045,-31.5567,115.6728,20,1934,2000,67,YANCHEP
009046,-30.7742,115.6975,180,1885,2007,123,YATHROO
009047,-30.6164,115.7194,200,1931,1989,59,YERE YERE
009050,-32.1575,116.1264,207,1898,1996,99,CANNING RIVER WEIR
009051,-31.9211,116.0908,220,1950,1996,47,GLEN FORREST
009053,-31.6669,116.0189,40,1937,2012,76,PEARCE RAAF
009054,-30.6033,115.6428,300,1938,2012,75,TAMBREY
009055,-30.6833,115.7,,1897,1968,72,DANDARAGAN
009056,-31.9494,115.7928,20,1962,2005,44,FLOREAT PARK
009057,-31.8092,115.9997,20,1913,1989,77,HENLEY PARK
009058,-31.9822,116.0594,210,1908,1993,86,KALAMUNDA
009063,-30.3903,115.5039,258,1956,2007,52,BADGINGARRA
009064,-32.2258,115.7611,4,1955,2012,58,KWINANA BP REFINERY
009066,-31.7906,116.1976,290,1957,2012,56,GIDGEGANNUP
009072,-30.2842,115.5242,200,1958,2002,45,BUNDIDUP
009073,-32.3733,116.0581,200,1959,1992,34,SERPENTINE PIPE HEAD
009096,-32.0333,116.05,,1890,1938,49,MOUNT VICTORIA
009102,-31.9,115.8,,1898,1938,41,SUBIACO
009105,-31.7317,115.7931,30,1905,2012,108,WANNEROO
009106,-32.0486,115.9839,10,1961,2012,52,GOSNELLS CITY
009111,-32.4389,116.0789,286,1963,2012,50,KARNET
009113,-32.1108,116.0953,250,1964,2012,49,ROLEYSTONE
009114,-31.0164,115.33,4,1965,2012,48,LANCELIN
009115,-32.4022,116.1039,220,1963,2012,50,SERPENTINE MAIN DAM
009130,-30.6408,115.5003,140,1968,2008,41,TUYALI
009131,-30.3081,115.0311,1.6,1968,2012,45,JURIEN BAY
009133,-31.8511,116.2539,260,1969,2011,43,LAKE LESCHENAULTIA
009137,-32.2475,116.0172,50,1970,2012,43,CARDUP
009144,-31.0767,115.5083,60,1970,2011,42,BARAMBA
009151,-31.9556,115.7928,20,1967,2012,46,SUBIACO TREATMENT PLANT
009152,-30.5003,115.7119,270,1964,2007,44,MAHOMET SPRINGS
009163,-31.8511,115.9942,9,1917,2004,88,WEST SWAN
009166,-32.2931,116.0136,40,1930,2001,72,WHITBY FALLS
009167,-31.0053,115.9369,160,1918,1999,82,MOGUMBER FARM
009168,-32.1189,116.1203,300,1972,2012,41,KARRAGULLEN
009172,-32.1011,115.8794,30,1972,2012,41,JANDAKOT AERO
009179,-30.7994,115.5467,100,1973,2010,38,ENEMINGA
009180,-32.0186,116.0997,250,1973,2008,36,CARMEL
009181,-31.8817,116.0592,80,1973,2012,40,SWAN VIEW
009183,-31.4978,115.5914,20,1975,2012,38,TWO ROCKS
009195,-31.95,116.3,,1914,1948,35,MALMALLING
009206,-32.0381,116.1264,280,1974,2012,39,PICKERING BROOK
009209,-32.4331,116.0289,280,1970,2012,43,SPRINGDALE
009210,-30.8928,115.5789,70,1971,2011,41,LAKE NAMMEN
009216,-32.0394,116.0656,160,1968,2012,45,VICTORIA DAM
009240,-32.0072,116.1369,384,1969,2012,44,BICKLEY
009500,-35.0289,117.8808,3,1877,2012,136,ALBANY
009501,-34.4769,117.4811,260,1912,2011,100,ARUNDEL
009502,-33.4167,116.4767,247,1919,1987,69,BOWELLING
009503,-33.4825,115.7286,37,1897,2012,116,BOYANUP
009504,-33.8325,116.3894,200,1913,2012,100,BOYUP BROOK
009505,-33.7864,115.9814,120,1924,2012,89,BALINGUP
009506,-34.4678,116.9169,180,1920,2012,93,BANGALUP
009507,-32.6836,116.5194,350,1885,2012,128,BANNISTER
009508,-34.25,115.75,,1900,1971,72,BIDDELIA
009509,-32.8053,116.4711,213,1915,2012,98,BODDINGTON SHIRE
009510,-33.9575,116.1375,149.9,1887,2012,126,BRIDGETOWN COMPARISON
009511,-32.7,115.95,,1910,1954,45,ELSFIELD
009512,-34.4011,115.9353,180,1912,2006,95,SPRINGFIELDS
009513,-33.2136,115.85,30,1909,2012,104,BRUNSWICK JUNCTION
009514,-33.3267,115.63,4,1877,1985,109,BUNBURY POST OFFICE
009515,-33.6611,115.3456,4,1877,2012,136,BUSSELTON SHIRE
009516,-33.5506,115.5717,20,1914,2003,90,CAPEL
009517,-33.7175,115.85,200,1919,1970,52,CASTLEDENE
009518,-34.3728,115.1358,13,1897,2012,116,CAPE LEEUWIN
009519,-33.5372,115.0189,109,1903,2012,110,CAPE NATURALISTE
009520,-34.6086,118.7511,40,1897,2012,116,CAPE RICHE
009521,-34.735,117.7217,200,1921,1986,66,CARMENDALE
009522,-33.64,115.03,,1905,1968,64,YALLINGUP
009523,-34.9728,117.2669,200,1912,2011,100,ILLALANGI
009524,-34.67,118.5317,250,1950,1988,39,CORDINUP
009525,-33.8742,116.6544,240,1926,2002,77,CULICUP ESTATE
009527,-33.3969,115.7833,40,1935,2012,78,DARDANUP EAST
009528,-34.0833,115.5833,,1919,1974,56,DARRADUP
009530,-34.3772,116.4144,140,1900,2012,113,DEESIDE
009531,-34.9617,117.3567,20,1897,2012,116,DENMARK
009533,-33.8394,116.56,203,1905,1982,78,DINNINUP
009534,-33.5719,115.8247,63,1900,2012,113,DONNYBROOK
009537,-33.6,115.1,4,1927,1977,51,QUINDALUP
009538,-32.7103,116.0594,267,1934,2012,79,DWELLINGUP
009540,-33.9833,115.0167,,1899,1948,50,MARGARET RIVER 1
009541,-33.85,121.8833,4,1883,1969,87,ESPERANCE POST OFFICE
009542,-33.6825,121.8275,142,1950,2012,63,ESPERANCE AERO
009543,-33.9333,116.3,,1937,1973,37,FALNASH
009544,-33.8333,121.1667,,1899,1949,51,FANNY COVE
009545,-33.4356,115.8433,120,1939,1999,61,FERGUSON
009546,-33.8167,115.9333,,1902,1970,69,FERNDALE
009547,-34.0717,115.0986,60,1925,2012,88,FOREST GROVE
009550,-34.4189,116.2086,100,1925,2003,79,GLEN WARREN
009551,-35.0151,117.7577,10,1902,2012,111,GRASSMERE
009552,-33.8564,116.0553,310,1893,2012,120,GREENBUSHES
009553,-32.8683,115.9139,37,1910,1990,81,HAMEL
009554,-33.08,115.8917,37,1897,1991,95,HARVEY POST OFFICE
009556,-33.9781,116.3336,200,1903,2012,110,ALDERVALE
009557,-33.9497,120.1258,15,1901,2010,110,HOPETOUN
009558,-34.6922,117.2347,170,1937,2006,70,IAWAKIA
009559,-34.9097,117.9942,50,1911,2011,101,KALGAN RIVER
009561,-34.4878,117.6278,262,1901,2012,112,KENDENUP
009562,-33.9333,116.5667,,1911,1970,60,KENINUP
009563,-34.8,117.0167,,1912,1952,41,WATTLEGROVE
009564,-34.9431,117.9242,12,1903,2010,108,KING RIVER
009565,-34.5319,118.2781,150,1926,1994,69,KOJANEERUP
009567,-33.8,116.7,,1919,1953,35,EULIN HOUSE
009568,-34.5167,116.6167,,1898,1968,71,LAKE MUIR
009572,-32.5031,115.7664,15,1889,2001,113,MANDURAH PARK
009573,-34.2508,116.145,286.7,1915,2012,98,MANJIMUP
009574,-33.9592,115.0642,80,1928,2012,85,MARGARET RIVER
009575,-32.8556,116.45,250,1897,2012,116,MARRADONG
009577,-34.6161,116.0239,80,1926,1991,66,STRATHALBYN
009579,-33.7633,122.0675,60,1951,2012,62,OAKE MARSH FARM
009580,-33.15,115.9333,,1911,1966,56,MORNINGTON MILLS
009581,-34.625,117.6361,300,1886,2012,127,MOUNT BARKER
009582,-34.8389,118.1703,100,1930,1993,64,MANYPEAKS
009583,-33.86,115.855,300,1924,1985,62,MYLOR
009584,-33.7422,121.995,60,1901,2012,112,MYRUP
009585,-33.9797,115.7656,100,1900,2012,113,NANNUP
009587,-33.9967,116.4253,240,1918,2012,95,NEWBICUP
009588,-33.5833,116.1833,183,1915,1974,60,NOGGERUP
009590,-34.6339,116.1236,120,1925,2012,88,NORTHCLIFFE
009591,-34.6361,117.3822,230,1899,2011,113,PARDELUP
009592,-34.4478,116.0433,174,1941,2012,72,PEMBERTON
009593,-34.45,116.0167,166,1935,1969,35,PEMBERTON POST OFFICE
009594,-34.435,119.3628,60,1904,2011,108,PEPPERMINT GROVE
009595,-34.5694,117.2497,300,1915,2007,93,PERILLUP
009596,-32.6272,115.8747,12,1877,2012,136,PINJARRA
009597,-33.6833,115.15,,1894,1967,74,QUINDALUP
009598,-33.05,115.9,,1902,1972,71,RADYR PARK
009599,-34.98,117.6322,30,1914,2012,99,BARRETT MEADOWS
009601,-33.3208,115.8825,80,1909,2008,100,ROELANDS VILLAGE
009606,-34.3417,115.9892,270,1912,1975,64,DRUMMONDS
009607,-34.5475,117.9308,150,1919,2012,94,WHITE GUMS
009608,-33.9833,116.5333,,1929,1969,41,TOTTENUP
009609,-35.0183,117.5289,100,1905,2011,107,YOUNGS SIDING
009612,-34.8511,116.7092,120,1947,1992,46,WALPOLE NORTH OLD
009613,-34.1436,115.2261,30,1942,2012,71,WARNER GLEN
009614,-32.8356,115.9225,40,1935,2012,78,WAROONA
009615,-34.715,118.4692,20,1919,2012,94,WARRIUP
009616,-34.0911,116.6628,280,1903,2012,110,WESTBOURNE
009619,-34.1519,116.2042,240,1900,2012,113,WILGARRUP
009621,-34.6997,117.9556,220,1893,2012,120,WOODBURN
009622,-33.6244,115.9339,150,1913,1995,83,WOODPERRY
009623,-34.5303,117.8247,150,1903,2011,109,WOOGENELLUP
009624,-32.9592,115.9008,30,1947,2012,66,YARLOOP
009625,-34.7275,117.9222,175,1928,2012,85,YELLANUP
009626,-33.7106,121.5619,60,1948,2012,65,PLEASANT VALLEY
009627,-34.0772,116.2033,280,1946,2011,66,YORNUP
009628,-33.36,116.1467,204,1899,2012,114,COLLIE
009629,-33.4464,115.7308,30,1957,2012,56,MARRIWOOD
009630,-34.2111,117.1025,205,1927,2003,77,WONNENUP
009631,-33.6031,121.7828,158,1951,2012,62,ESPERANCE DOWNS RESEARCH STN
009632,-33.2667,115.9833,,1915,1964,50,FERNBROOK
009633,-34.8644,118.1122,90,1947,2012,66,TAMAR
009634,-33.2058,115.7147,10,1913,2011,99,PARKFIELD
009636,-33.8358,115.0747,120,1926,2012,87,COWARAMUP
009637,-34.9511,117.37,18,1951,1984,34,DENMARK RES.STN.
009638,-33.7,121.7,,1915,1950,36,BOWS FARM
009640,-33.95,116.05,,1903,1943,41,COOEEARUP
009642,-33.1336,115.8808,30,1951,2012,62,WOKALUP
009643,-33.2,115.7,,1919,1963,45,ROSAMEL
009647,-34.9506,117.2769,140,1959,2012,54,WEREROA
009648,-33.5064,115.6403,20,1954,2011,58,THIRLMERE
009652,-33.7767,121.1133,100,1954,2008,55,YOUNG RIVER
009654,-34.3986,119.3778,20,1885,2012,128,BREMER BAY
009655,-33.7867,122.1683,120,1955,1986,32,COOLINUP
009657,-33.2964,115.7789,15,1942,2012,71,ROELANDS
009660,-34.1606,115.1414,25,1956,2003,48,MCLEODS CREEK
009661,-34.5097,117.0117,200,1954,2012,59,ROCKY GULLY TOWN
009666,-33.5964,116.3347,220,1945,2011,67,MCALINDEN
009668,-33.6739,116.6475,240,1956,2012,57,KURANDA
009669,-33.7108,115.8017,120,1956,1995,40,BALINGUP - LILYDALE
009671,-33.6878,116.2147,270,1956,2008,53,WILGA
009673,-34.2511,116.8767,280,1959,2011,53,BOKERUP
009674,-33.7953,122.1578,60,1960,1993,34,LANGLEY PARK
009678,-34.8772,117.6725,93,1955,2012,58,REDMOND
009679,-32.9939,115.7272,7,1960,2008,49,LAKE PRESTON LODGE 2 COMP.
009680,-34.6733,117.9,600,1914,1982,69,PORONGORUP
009686,-32.7,115.9,,1905,1942,38,BLYTHWOOD
009690,-33.7619,116.5214,230,1905,2011,107,CONDINUP
009697,-33.9,116.7,,1906,1941,36,DENNINUP VALE
009698,-34.2,116.2,,1897,1938,42,DINGUP
009705,-33.5203,116.0742,120,1900,2002,103,GLEN MERVYN
009714,-33.7039,115.8903,260,1911,2012,102,KIRUP
009715,-33.8025,123.0331,30,1899,2012,114,THOMAS RIVER
009730,-33.6961,121.3656,80,1980,2011,32,COOMALBIDGUP
009739,-33.6789,122.3311,170,1961,2012,52,TELINA DOWNS
009740,-34.2358,117.1869,220,1961,2011,51,GORDON RIVER
009741,-34.9414,117.8022,68,1942,2012,71,ALBANY AIRPORT COMPARISON
009749,-32.6042,115.9464,35,1921,2010,90,FAIRBRIDGE
009752,-34.7233,117.3494,205,1966,2012,47,DENBARKER
009754,-34.5961,118.5519,120,1966,2012,47,METTLER
009765,-34.4322,117.3164,260,1937,2000,64,RUTHVEN
009768,-34.3606,117.6186,280,1938,2003,66,TARIPTA
009769,-32.5708,116.4354,335,1967,2012,46,CULFORD
009771,-33.7411,115.4697,60,1957,2012,56,YOONGARILLUP
009772,-33.7608,121.2156,60,1968,2012,45,ERINAIR
009784,-34.9319,117.1606,80,1969,2012,44,KIMBERLEY
009787,-35.1833,117.8833,103,1926,1973,48,ECLIPSE ISLAND
009788,-33.8144,122.2942,80,1901,1985,85,BOYATUP
009789,-33.83,121.8925,25,1969,2012,44,ESPERANCE
009798,-33.8847,120.4222,40,1971,2007,37,JERDACUTTUP
009799,-34.7744,118.2811,90,1960,2001,42,WAYCHINICUP DOWNS
009801,-34.1597,115.1892,20,1971,2012,42,ALEXANDRA BRIDGE
009802,-33.6633,121.6306,90,1967,2011,45,THE OAKS
009803,-33.7831,115.3447,60,1951,2012,62,CHAPMAN HILL
009804,-33.8811,122.2167,60,1969,2012,44,ADINA
009813,-33.7297,122.755,110,1962,2012,51,MOUNT HOWICK
009815,-33.8819,122.5661,61,1971,2012,42,THE DUKE
009816,-33.7256,121.3014,60,1963,2010,48,LORT RIVER STATION
009822,-33.7753,121.555,30,1899,2012,114,DALYUP PARK
009825,-33.7517,122.9128,90,1972,2010,39,ORLEANS FARM NORTH
009827,-33.8819,121.8597,46,1972,2012,41,SECOND BEACH
009829,-33.8911,120.3256,40,1972,2011,40,TALLANGATTA
009832,-34.9469,118.0039,50,1972,2012,41,LOWER KALGAN
009835,-34.4033,118.9689,80,1963,2012,50,WAYJO PARK
009837,-34.4889,118.6211,110,1973,2012,40,WELLSTEAD
009842,-33.7964,115.6658,130,1975,2012,38,JARRAHWOOD
009848,-34.7719,118.1317,120,1959,2012,54,WINDRUSH
009854,-33.8017,116.6,300,1912,1984,73,AV-A-REST
009856,-33.7,116.7,,1902,1944,43,GLENORCHY
009858,-33.65,116.5667,,1935,1977,43,SYLVAN LOCH
009859,-33.3061,116.8031,248,1915,1986,72,HILLMAN
009862,-33.5083,116.7386,250,1965,2012,48,CAPERCUP
009865,-34.3997,118.8867,90,1979,2011,33,WARRA JARRA
009867,-33.6511,122.0161,100,1972,2012,41,LORINNA
009870,-33.9161,122.2083,60,1980,2012,33,CAPE LE GRAND NAT PARK
009873,-32.6492,116.0383,280,1974,2009,36,SOUTH DANDALUP DAM
009893,-32.9233,116.0081,320,1982,2012,31,WILLOWDALE
009902,-34.8908,117.7094,90,1972,2007,36,FERN RIDGE
009904,-34.5967,116.1072,90,1970,2012,43,WALTERS FARM
009906,-34.1378,116.2333,270,1973,2011,39,GLENGARREN
009907,-34.2131,116.0231,260,1970,2011,42,YANMAH
009908,-34.2292,115.9294,200,1970,2012,43,ONE TREE BRIDGE (HAZELMERE)
009909,-33.7914,115.3189,80,1972,2011,40,ASTON DOWNS
009912,-33.445,115.8508,120,1972,2012,41,FERGUSON VALLEY
009913,-33.6906,115.8439,240,1972,2009,38,EKAMURRA
009914,-33.3197,116.6464,300,1972,2012,41,VALERN
009915,-32.9981,115.9211,60,1971,2012,42,HILLVIEW FARM
009916,-33.6422,115.8119,110,1973,2012,40,CRENDON
009917,-33.7058,115.7878,100,1973,2012,40,PERIVALE ORCHARD
009921,-33.6539,121.3683,110,1974,2011,38,OLDFIELD
009924,-34.2489,116.4969,200,1974,2012,39,WYNDARRA
009927,-33.6028,116.0128,220,1974,2012,39,THE WOLD - LOWDEN
009928,-34.8389,116.7211,180,1974,2012,39,VERMEULEN
009930,-34.8794,118.0467,60,1966,2012,47,TAMARU
009963,-33.6858,115.0153,80,1965,2010,46,GLENMORE
009970,-33.8064,120.9128,70,1962,2005,44,LOUGHREA
009975,-34.7031,118.2992,150,1959,2000,42,BUNDALEER
009985,-34.8342,117.7919,100,1963,2012,50,LITTLE CHORKERUP
010000,-31.1683,117.0736,340,1934,2012,79,AMERY ACRES
010001,-31.6,117.9667,,1905,1976,72,BAANDEE
010002,-31.3667,117.9031,270,1911,2012,102,BAANDEE NORTH
010003,-31.9833,117.1,,1913,1955,43,BALKULING
010004,-30.4494,117.8636,370,1927,2012,86,BEACON
010006,-31.7278,118.1108,280,1912,2012,101,BELKA
010007,-30.8081,117.8603,359,1912,2012,101,BENCUBBIN
010008,-31.8167,116.5333,,1907,1950,44,BERRY BROW
010009,-31.2744,116.5092,240,1906,2012,107,BOLGART
010010,-30.9386,117.9642,310,1922,2011,90,BONNIE DOON
010011,-30.4731,118.3819,430,1935,2012,78,BONNIE ROCK
010012,-31.5278,117.4361,260,1913,2012,100,BOODJERAKINE
010013,-30.9,117.3,,1911,1946,36,BOORALAMING
010014,-30.6056,117.5667,350,1924,1992,69,BRADFORDALE
010016,-31.8775,118.15,280,1914,2012,99,BRUCE ROCK
010017,-31.5547,117.5858,320,1913,2011,99,BUNGULLA NORTH
010018,-30.5325,117.1739,360,1926,2010,85,BURAKIN
010019,-31.3958,118.4808,346,1899,2012,114,BURRACOPPIN
010020,-31.9167,116.9667,,1912,1951,40,WANOBBING
010022,-31.5,117.8025,350,1905,1972,68,CARDONIA
010023,-31.5003,116.9411,240,1913,2011,99,WARRADONG FARM
010024,-31.1631,116.8575,275,1910,2004,95,CASUARINA VALE
010026,-30.0606,117.1417,310,1951,2012,62,GOODLANDS
010027,-31.7167,116.5167,231,1890,1962,73,EADINE
010029,-30.5311,117.6675,350,1928,1962,35,CLEARY SOUTH
010030,-30.7767,118.1992,330,1896,2012,117,WATTONING
010032,-30.9964,117.3953,300,1907,2012,106,COWCOWING
010033,-30.9,117.4667,,1912,1950,39,COWCOWING CENTRAL
010034,-31.7272,118.2931,300,1912,2012,101,FORT HILL
010035,-31.6494,117.2331,220,1914,2012,99,CUNDERDIN
010036,-31.7903,117.3283,320,1947,2009,63,YOUNDEGIN
010037,-31.7264,117.7644,300,1886,2010,125,CUTTENING
010038,-31.0064,118.1975,300,1947,2003,57,DANDANNING
010039,-31.0072,117.2042,295,1907,2011,105,DOODARDING WELL
010040,-31.6089,117.8775,251,1910,2012,103,DOODLAKINE
010041,-31.6192,117.4372,250,1894,2012,119,DOONGIN PEAK
